sample_order,score,sample_time,evaluate_time,is_duplicate,dedup_level,dedup_time_ms
None,-500.0,None,1.0225508213043213,False,None,2.85
2,-456.55,30.201979279518127,10.038747787475586,False,None,4.47
3,-212.75,30.201979279518127,0.9155147075653076,False,None,2.04
4,-494.4,30.201979279518127,11.68131399154663,False,None,7.08
5,-500.0,30.201979279518127,13.392908096313477,False,None,5.87
6,,21.88455319404602,0.0,True,1,3.16
7,,21.88455319404602,0.0,True,1,6.47
8,-499.45,21.88455319404602,6.769125938415527,False,None,3.09
9,-300.7,21.88455319404602,17.15085530281067,False,None,4.55
10,,22.428919792175293,0.0,True,1,3.03
11,-347.1,22.428919792175293,5.665683031082153,False,None,3.29
12,,22.428919792175293,0.0,True,1,2.0
13,-414.1,22.428919792175293,8.01620888710022,False,None,5.51
14,-500.0,31.287650287151337,9.48497200012207,False,None,5.4
15,,31.287650287151337,0.0,True,1,5.02
16,-340.1,31.287650287151337,8.540048837661743,False,None,8.33
17,,31.287650287151337,0.0,True,1,2.05
18,,33.322983264923096,0.0,True,1,2.97
19,-500.0,33.322983264923096,10.258630990982056,False,None,3.36
20,-496.95,33.322983264923096,5.055516004562378,False,None,3.41
21,,33.322983264923096,0.0,True,1,3.51
22,,31.134581089019775,0.0,True,1,1.57
23,,31.134581089019775,0.0,True,1,1.5
24,,31.134581089019775,0.0,True,1,1.41
25,-212.0,31.134581089019775,7.734743118286133,False,None,4.53
26,,21.511940240859985,30.008261919021606,False,None,4.81
27,,21.511940240859985,30.009928941726685,False,None,11.68
28,-212.05,21.511940240859985,3.0445520877838135,False,None,10.45
29,-212.0,21.511940240859985,2.842059850692749,False,None,13.5
30,-212.0,25.00629097223282,3.3746261596679688,False,None,9.95
31,-212.0,25.00629097223282,6.953789949417114,False,None,17.26
32,-212.0,25.00629097223282,3.8883519172668457,False,None,15.23
33,-212.0,25.00629097223282,4.501079082489014,False,None,37.31
34,-212.0,25.273444771766663,20.913957834243774,False,None,30.55
35,-212.0,25.273444771766663,5.175055742263794,False,None,38.08
36,-212.0,25.273444771766663,4.630496978759766,False,None,37.97
37,-212.1,25.273444771766663,5.101110935211182,False,None,38.49
38,-489.95,28.225853085517883,15.992058038711548,False,None,13.57
39,,28.225853085517883,0.0,True,1,2.06
40,-495.45,28.225853085517883,9.610480070114136,False,None,18.19
41,-500.0,28.225853085517883,17.048578023910522,False,None,5.23
42,-500.0,25.612358808517456,4.537175893783569,False,None,2.73
43,-237.2,25.612358808517456,3.5175843238830566,False,None,3.86
44,-500.0,25.612358808517456,5.176645040512085,False,None,4.01
45,,25.612358808517456,0.0,True,1,9.11
46,-298.65,19.667961061000824,25.209954023361206,False,None,4.24
47,-279.95,19.667961061000824,22.13027310371399,False,None,5.72
48,-336.95,19.667961061000824,21.466068983078003,False,None,5.27
49,-275.7,19.667961061000824,25.54115891456604,False,None,5.74
50,-371.5,21.886893272399902,10.016815900802612,False,None,3.38
51,,21.886893272399902,0.0,True,1,3.34
52,,21.886893272399902,0.0,True,1,4.88
53,,21.886893272399902,0.0,True,1,4.93
