sample_order,score,sample_time,evaluate_time,is_duplicate,dedup_level,dedup_time_ms
,-500.0,,1.7215662002563477,False,,2.04
2.0,-212.75,25.333957970142365,1.811405897140503,False,,4.96
3.0,,25.333957970142365,0.0,True,1.0,2.93
4.0,,25.333957970142365,0.0,True,1.0,2.14
5.0,-301.0,25.333957970142365,4.904845237731934,False,,2.53
6.0,,29.818839490413666,0.0,True,1.0,11.61
7.0,,29.818839490413666,0.0,True,1.0,2.71
8.0,,29.818839490413666,0.0,True,1.0,2.46
9.0,-490.85,29.818839490413666,13.20597505569458,False,,7.38
10.0,,24.49893808364868,0.0,True,1.0,9.74
11.0,,24.49893808364868,0.0,True,0.0,0.37
12.0,-212.0,24.49893808364868,6.948504209518433,False,,6.66
13.0,-211.1,24.49893808364868,4.552911281585693,False,,2.24
14.0,-500.0,19.03279399871826,4.809942960739136,False,,9.19
15.0,-261.3,19.03279399871826,4.224955797195435,False,,2.64
16.0,-500.0,19.03279399871826,5.084798097610474,False,,2.62
17.0,-211.6,19.03279399871826,5.002878904342651,False,,2.81
18.0,-493.85,26.18603628873825,11.488052129745483,False,,12.21
19.0,,26.18603628873825,0.0,True,1.0,4.28
20.0,,26.18603628873825,0.0,True,1.0,2.36
21.0,-482.1,26.18603628873825,4.891149044036865,False,,2.81
22.0,-214.52631578947367,30.979492485523224,582.1794431209564,False,,19.94
23.0,,30.979492485523224,0.0,True,1.0,1.58
24.0,,30.979492485523224,0.0,True,1.0,3.61
25.0,-212.15,30.979492485523224,15.066039085388184,False,,7.13
26.0,,30.499427318573,0.0,True,1.0,4.74
27.0,,30.499427318573,0.0,True,1.0,4.37
28.0,,30.499427318573,0.0,True,1.0,2.22
29.0,,30.499427318573,0.0,True,1.0,2.13
30.0,,33.38775944709778,0.0,True,1.0,9.87
31.0,-469.3,33.38775944709778,5.097199201583862,False,,6.02
32.0,,33.38775944709778,0.0,True,1.0,2.7
33.0,-499.95,33.38775944709778,4.763087749481201,False,,2.79
34.0,-500.0,25.009646713733673,11.933135032653809,False,,9.05
35.0,,25.009646713733673,0.0,True,1.0,2.5
36.0,-308.55,25.009646713733673,3.176506757736206,False,,2.6
37.0,,25.009646713733673,0.0,True,1.0,2.49
38.0,,35.71325469017029,0.0,True,1.0,4.81
39.0,-346.25,35.71325469017029,12.98179006576538,False,,10.3
40.0,-424.8,35.71325469017029,19.988129138946533,False,,5.8
41.0,-480.45,35.71325469017029,15.938919305801392,False,,5.23
42.0,-456.95,25.23462873697281,10.520633935928345,False,,12.49
43.0,,25.23462873697281,0.0,True,1.0,1.29
44.0,-467.2,25.23462873697281,6.728054046630859,False,,3.58
45.0,-461.6,25.23462873697281,7.300136089324951,False,,4.79
46.0,-218.55,29.219955444335938,8.635857820510864,False,,13.01
47.0,,29.219955444335938,0.0,True,1.0,1.26
48.0,-243.35,29.219955444335938,10.622214078903198,False,,3.99
49.0,-218.4,29.219955444335938,11.324013948440552,False,,6.16
50.0,-212.9,31.448267817497253,7.469797849655151,False,,9.41
51.0,,31.448267817497253,0.0,True,1.0,1.27
52.0,,31.448267817497253,0.0,True,1.0,1.18
53.0,,31.448267817497253,0.0,True,1.0,1.18
54.0,,26.92806327342987,0.0,True,1.0,8.85
55.0,,26.92806327342987,0.0,True,1.0,3.09
56.0,,26.92806327342987,0.0,True,1.0,7.91
57.0,-292.3,26.92806327342987,5.359277009963989,False,,4.35
58.0,,27.36956524848938,0.0,True,1.0,6.98
59.0,,27.36956524848938,0.0,True,1.0,4.02
60.0,-213.05,27.36956524848938,2.757970094680786,False,,7.62
61.0,,27.36956524848938,0.0,True,1.0,1.24
