sample_order,score,sample_time,evaluate_time,is_duplicate,dedup_level,dedup_time_ms
None,-500.0,None,1.8491997718811035,,,
2,-212.75,31.789469718933105,1.8520309925079346,,,
3,-500.0,31.789469718933105,7.759002208709717,,,
4,-335.85,31.789469718933105,4.73829984664917,,,
5,-411.1,31.789469718933105,7.109310865402222,,,
6,-500.0,25.233009040355682,4.970958232879639,,,
7,-457.6,25.233009040355682,6.692090749740601,,,
8,-500.0,25.233009040355682,7.197859048843384,,,
9,-413.6,25.233009040355682,4.680865049362183,,,
10,-500.0,27.42027473449707,5.074389934539795,,,
11,-500.0,27.42027473449707,6.0074450969696045,,,
12,-372.65,27.42027473449707,5.659763813018799,,,
13,-500.0,27.42027473449707,4.212970972061157,,,
14,-495.8,29.929352939128876,5.410066366195679,,,
15,-500.0,29.929352939128876,5.536496877670288,,,
16,-500.0,29.929352939128876,5.435227870941162,,,
17,-500.0,29.929352939128876,3.602785110473633,,,
18,-212.75,37.62423723936081,1.8535449504852295,,,
19,-500.0,37.62423723936081,2.1733288764953613,,,
20,-313.25,37.62423723936081,4.351340055465698,,,
21,-212.75,37.62423723936081,1.7794933319091797,,,
22,-212.75,33.72402399778366,1.8830561637878418,,,
23,-212.75,33.72402399778366,1.8710370063781738,,,
24,-212.0,33.72402399778366,2.368878126144409,,,
25,-500.0,33.72402399778366,2.3298439979553223,,,
26,-500.0,36.983876049518585,1.8698320388793945,,,
27,-491.6,36.983876049518585,4.991910934448242,,,
28,-212.0,36.983876049518585,4.4308412075042725,,,
29,-212.75,36.983876049518585,1.769529104232788,,,
30,-500.0,32.10686677694321,5.636853933334351,,,
31,-500.0,32.10686677694321,4.695735931396484,,,
32,-495.55,32.10686677694321,4.1784539222717285,,,
33,-256.45,32.10686677694321,4.122161149978638,,,
34,-500.0,30.63108801841736,4.1672728061676025,,,
35,-500.0,30.63108801841736,4.91166615486145,,,
36,-245.75,30.63108801841736,8.900519847869873,,,
37,-500.0,30.63108801841736,7.5241968631744385,,,
38,-211.95,35.96375596523285,5.794830083847046,,,
39,-211.8,35.96375596523285,3.6324150562286377,,,
40,-222.6,35.96375596523285,5.011686086654663,,,
41,-212.75,35.96375596523285,1.8546240329742432,,,
42,-252.65,27.371649205684662,14.838346242904663,,,
43,-264.05,27.371649205684662,217.10821771621704,,,
44,-241.6,27.371649205684662,11.972243070602417,,,
45,-255.9,27.371649205684662,6.167707920074463,,,
46,-269.0,26.760505259037018,7.093634128570557,,,
47,-305.65,26.760505259037018,7.36243200302124,,,
48,-211.95,26.760505259037018,6.36116099357605,,,
49,-212.75,26.760505259037018,1.7963073253631592,,,
50,-212.75,30.393444776535034,1.9568359851837158,,,
51,-288.2,30.393444776535034,7.526409149169922,,,
52,-212.75,30.393444776535034,1.8139772415161133,,,
53,-399.35,30.393444776535034,9.227903127670288,,,
54,-500.0,21.274333953857422,4.128035068511963,,,
55,-500.0,21.274333953857422,4.19165301322937,,,
56,-500.0,21.274333953857422,6.922364950180054,,,
57,-439.15,21.274333953857422,10.463917970657349,,,
58,-211.95,28.71982079744339,5.333346128463745,,,
59,-212.75,28.71982079744339,1.75984787940979,,,
60,-212.75,28.71982079744339,1.7347609996795654,,,
61,-212.75,28.71982079744339,1.7393198013305664,,,
62,-212.75,31.012276828289032,1.8998451232910156,,,
63,-217.35,31.012276828289032,10.391073942184448,,,
64,-212.55,31.012276828289032,143.4712688922882,,,
65,-212.75,31.012276828289032,1.9230451583862305,,,
66,-500.0,23.50654923915863,4.732501745223999,,,
67,-500.0,23.50654923915863,4.982168674468994,,,
68,-352.7,23.50654923915863,23.37264394760132,,,
69,-500.0,23.50654923915863,7.451982736587524,,,
70,-269.6,23.79388254880905,20.16948914527893,,,
